layer,runs,mean,ci95_low,ci95_high,theory_mean
fast_random_sequences,100000,0.734724520631068,0.6978155339805825,0.7718446601941747,0.7346938775510204
complete_prespecified_selection_pipeline,1000,0.7349114077669904,0.683252427184466,0.7888956310679611,0.7346938775510204
